ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Width (inches),Depth (inches),Capacity - Maximum Number of Place Settings,Soil-Sensing Capability,Tub Material,Drying Method,Additional Product Features,Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),% Better than US Federal Standard (kWh/yr),Water Use (gallons/cycle),US Federal Standard (gallons/cycle),% Better than US Federal Standard (gallons/cycle),Connected Capable,Connects Using,Communication Hardware Architecture,DR Protocol,Direct on-premises Open-standard Based Interconnection,Date Available On Market, Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2404737,LG,LDPM676**,,,Standard,23.7,24.6,15,Yes,Stainless Steel,Fan-Assisted Dry,"Top Controls,Self-Cleaning Filter,Third Rack",238,307,22,2.9,5,42,No,,,,,11/25/2022,11/18/2022,"United States, Canada",ES_1118034_LDPM676**_11182022011004_80149408,No
3360715,LG,LDPN454**,,,Standard,23.7,24.6,15,Yes,Stainless Steel,Fan-Assisted Dry,"Top Controls,Third Rack",238,307,22,2.9,5,42,No,,,,,01/02/2024,01/10/2024,"United States, Canada",ES_1118034_LDPN454**_01112024110602_80195541,No
2403789,LG,LDPS676**,,048231342667,Standard,23.7,24.6,15,Yes,Stainless Steel,Fan-Assisted Dry,"Top Controls,Self-Cleaning Filter,Third Rack",238,307,22,2.9,5,42,No,,,,,10/28/2022,10/28/2022,"United States, Canada",ES_1118034_LDPS676**_10282022023555_80145943,No
2524862,LG,LDT780#**,,,Standard,23.7,24.6,15,Yes,Stainless Steel,Fan-Assisted Dry,"Top Controls,Third Rack",238,307,22,2.9,5,42,No,,,,,06/21/2023,06/21/2023,"United States, Canada",ES_1118034_LDT780#**_06232023121509_80172922,No
3417413,LG,LDTH555**,,,Standard,23.7,24.6,15,Yes,Stainless Steel,Heated Dry,"Top Controls,Third Rack",238,307,22,2.9,5,42,No,,,,,02/02/2024,02/14/2024,"United States, Canada",ES_1118034_LDTH555**_02152024123706_80200034,No
2403787,LG,LDTH797**,,,Standard,23.7,24.6,15,Yes,Stainless Steel,Heated Dry,"Top Controls,Self-Cleaning Filter,Third Rack",238,307,22,2.9,5,42,No,,,,,10/28/2022,10/28/2022,"United States, Canada",ES_1118034_LDTH797**_10282022023555_80145943,No
2472839,LG,LDTS555**,,,Standard,23.7,24.6,15,Yes,Stainless Steel,Fan-Assisted Dry,"Top Controls,Third Rack",238,307,22,2.9,5,42,No,,,,,05/04/2023,05/03/2023,"United States, Canada",ES_1118034_LDTS555**_05082023141958_80168206,No
3999509,LG,SDNTHS72*,,,Standard,23.7,23.7,16,Yes,Stainless Steel,"Automatic Door Release,Fan-Assisted Dry,Heated Dry","Top Controls,Cycle Status Lights,Third Rack",220,307,28,2.9,5,42,No,,,,,03/04/2025,03/05/2025,"United States, Canada",ES_1118034_SDNTHS72*_03062025091809_80243199,Yes
2407264,LG,SDWB24**,,,Standard,23.7,24.6,15,Yes,Stainless Steel,Heated Dry,"Top Controls,Self-Cleaning Filter,Third Rack",238,307,22,2.9,5,42,No,,,,,02/01/2023,01/20/2023,"United States, Canada",ES_1118034_SDWB24**_01242023083726_80156126,No
2404738,LG,SDWD24**,,,Standard,23.7,24.6,14,Yes,Stainless Steel,Fan-Assisted Dry,"Top Controls,Self-Cleaning Filter,Third Rack",238,307,22,2.9,5,42,No,,,,,11/25/2022,11/18/2022,"United States, Canada",ES_1118034_SDWD24**_11182022011004_80149408,No
2472846,LG SIGNATURE,LUDP890***,,,Standard,23.7,24.6,15,Yes,Stainless Steel,Fan-Assisted Dry,"Top Controls,Third Rack",238,307,22,2.9,5,42,No,,,,,05/04/2023,05/03/2023,"United States, Canada",ES_1118034_LUDP890***_05082023141958_80168206,No
3998552,Loch,L1126,,,Compact,10.3,20.3,2,Yes,Hybrid (Plastic & Steel),None,None,80,222,64,1,3.5,71,No,,,,,02/21/2025,02/21/2025,United States,ES_1151407_L1126_02212025094903_80239223,No
2507602,Magic Chef,MCSCD6B5,,665679019137,Compact,21.7,19.7,6,Yes,Hybrid (Plastic & Steel),Air Dry,None,155,222,30,2,3.5,43,No,,,,,04/01/2023,04/14/2023,"United States, Canada",ES_0092264_MCSCD6B5_05292023110806_80164647,No
2507603,Magic Chef,MCSCD6W5,,665679016976,Compact,21.7,19.7,6,Yes,Hybrid (Plastic & Steel),Air Dry,None,155,222,30,2,3.5,43,No,,,,,04/01/2023,04/14/2023,"United States, Canada",ES_0092264_MCSCD6W5_05292023110806_80164647,No
2460519,Maytag,MDB4950SP**,,883049680224,Standard,23.9,24.5,12,Yes,Stainless Steel,Heated Dry,"Front Controls,Self-Cleaning Filter,Cycle Status Lights,Hard Food Filter",240,307,22,3.2,5,36,No,,,,,06/30/2023,04/19/2023,"United States, Canada",ES_22856_MDB4950SP**_041320231403207_4699137,No
4439594,Midea,MDB2324P**,",,(** denotes cosmetic differences, * could be A-Z, a-z, 0-9, - or blank)",840296518717,Standard,23.6,22.8,14,Yes,Hybrid (Plastic & Steel),Automatic Door Release,Third Rack,240,307,22,3.2,5,36,No,,,,,06/01/2025,07/01/2025,"United States, Canada",ES_1030337_MDB2324P**_070120250317895_1220469,No
2544060,Midea,MDC22P1***,,840296506349;876840012714,Compact,21.7,19.7,6,Yes,Hybrid (Plastic & Steel),Air Dry,None,155,222,30,2,3.5,43,No,,,,,06/01/2023,04/14/2023,"United States, Canada",ES_1030337_MDC22P1***_06272023115131_80169760,No
3418892,Midea,MDC22P2A**,,840296508480;876840012714,Compact,21.7,19.7,6,Yes,Hybrid (Plastic & Steel),Air Dry,None,155,222,30,2,3.5,43,No,,,,,10/01/2023,10/18/2023,"United States, Canada",ES_1030337_MDC22P2A**_03192024121251_80186729,No
3418893,Midea,MDC6S5***,,687636003867,Compact,21.7,19.7,6,Yes,Hybrid (Plastic & Steel),Air Dry,None,155,222,30,2,3.5,43,No,,,,,10/01/2023,10/18/2023,"United States, Canada",ES_1030337_MDC6S5***_03192024121251_80186729,No
4046723,Midea,MDE4324P**,",,Remark * could be A-Z, a-z, 0-9, - or blank",840296516645,Standard,23.9,24.5,16,Yes,Hybrid (Plastic & Steel),Air Dry,Top Controls,229,307,25,2.9,5,42,No,,,,,05/01/2025,05/20/2025,"United States, Canada",ES_1030337_MDE4324P**_052020250857806_9255118,No
2470862,Midea,MDF18A1A**,",,Remark: * could be A-Z, a-z, 0-9, - or blank.",840296503553;840296503560;840296503577,Standard,17.6,22.6,8,Yes,Stainless Steel,Heated Dry,None,234,307,24,3.1,5,38,No,,,,,04/01/2023,04/27/2023,United States,ES_1030337_MDF18A1A**_042720230115847_3299820,No
2470863,Midea,MDF24A2A**,",,Remark: * could be A-Z, a-z, 0-9, - or blank.",810040946769;810040948244;810040948251,Standard,23.5,22.6,8,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,04/07/2023,04/27/2023,United States,ES_1030337_MDF24A2A**_042720230029465_4991914,No
2508267,Midea,MDF24P0***,",,Remark: * could be A-Z, a-z, 0-9, - or blank.",687636005366,Standard,23.9,24.5,14,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,05/18/2023,06/13/2023,Canada,ES_1030337_MDF24P0***_061320230227714_2817193,No
2508274,Midea,MDF24P1A**,",,* could be A-Z, a-z, 0-9, - or blank",810040947810;810040949517;810040949524,Standard,23.9,24.5,14,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,05/18/2023,06/13/2023,"United States, Canada",ES_1030337_MDF24P1A**_061320230539301_8896592,No
2404962,Midea,MDF24P1B**,",,* can be A-Z, a-z, 0-9, - or blank.",840296502969,Standard,23.6,22.7,8,Yes,Hybrid (Plastic & Steel),Heated Dry,Top Controls,240,307,22,3.2,5,36,No,,,,,11/01/2022,11/28/2022,United States,ES_1030337_MDF24P1B**_112820220529317_4869241,No
2508302,Midea,MDF24P2B**,",,* could be A-Z, a-z, 0-9, - or blank",840296506813,Standard,23.6,22.7,8,Yes,Hybrid (Plastic & Steel),Heated Dry,Top Controls,240,307,22,3.2,5,36,No,,,,,05/18/2023,06/14/2023,"United States, Canada",ES_1030337_MDF24P2B**_061420230222783_2100811,No
2508270,Midea,MDF24P3A**,",,Remark: * could be A-Z, a-z, 0-9, - or blank.",810040947803,Standard,23.9,24.5,14,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,05/18/2023,06/13/2023,"United States, Canada",ES_1030337_MDF24P3A**_061320230227379_8877912,No
2608331,Midea,MDP18B10A***,,687636007537,Standard,17.6,23.6,8,Yes,Stainless Steel,Air Dry,None,240,307,22,3.2,5,36,No,,,,,07/01/2023,07/05/2023,"United States, Canada",ES_1030337_MDP18B10A***_07252023112859_80175396,No
3417905,Midea,MDT24H14****,",,Remark * could be A-Z, a-z, 0-9, - or blank.",687636008442,Standard,23.9,24.5,14,Yes,Hybrid (Plastic & Steel),Heated Dry,Top Controls,240,307,22,3.2,5,36,No,,,,,03/01/2024,03/12/2024,Canada,ES_1030337_MDT24H14****_03122024084534_1896144,No
2508273,Midea,MDT24H2A**,",,* could be A-Z, a-z, 0-9, - or blank",810040941177,Standard,23.9,24.5,14,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,05/18/2023,06/13/2023,"United States, Canada",ES_1030337_MDT24H2A**_061320230540158_2164000,No
2508268,Midea,MDT24H3A***,",,Remark: * could be A-Z, a-z, 0-9, - or blank.",687636002204;817986026784,Standard,23.9,24.5,14,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,05/18/2023,06/13/2023,"United States, Canada",ES_1030337_MDT24H3A***_061320230227101_7220054,No
3706656,Midea,MDT24P3C**,",,Remark * could be A-Z, a-z, 0-9, - or blank",840296513347,Standard,23.9,24.5,16,Yes,Hybrid (Plastic & Steel),Air Dry,Top Controls,229,307,25,2.9,5,42,No,,,,,10/01/2024,10/21/2024,"United States, Canada",ES_1030337_MDT24P3C**_102120240858178_5691648,No
2508271,Midea,MDT24P4A**,",,Remark: * could be A-Z, a-z, 0-9, - or blank.",810040944000,Standard,23.9,24.5,14,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,05/18/2023,06/13/2023,"United States, Canada",ES_1030337_MDT24P4A**_061320230228713_3066673,No
2508272,Midea,MDT24P5A**,",,Remark: * could be A-Z, a-z, 0-9, - or blank.",810040942754,Standard,23.9,24.5,14,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,05/18/2023,06/13/2023,"United States, Canada",ES_1030337_MDT24P5A**_06132023022817_3603480,No
2508269,Midea,MDT24X2A**,",,Remark: * could be A-Z, a-z, 0-9, - or blank.",840296501368,Standard,23.9,24.5,14,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,05/18/2023,06/13/2023,"United States, Canada",ES_1030337_MDT24X2A**_06132023022837_6662080,No
3418891,Midea,WQP6-3602M-US,,,Compact,21.7,19.7,6,Yes,Hybrid (Plastic & Steel),Air Dry,None,155,222,30,2,3.5,43,No,,,,,10/01/2023,10/18/2023,"United States, Canada",ES_1030337_WQP6-3602M-US_03192024121251_80186729,No
2508390,Miele,G 5006 SCU,,4002516361527;4002516361534;4002516361541;4002516376507,Standard,23.6,21.8,16,Yes,Stainless Steel,Condensation Dry,"Front Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,02/01/2021,06/15/2023,"United States, Canada",ES_0031629_G 5006 SCU_06152023121128_80173476,No
2508389,Miele,G 5006 U,,4002516361107;4002516361510,Standard,23.6,21.8,13,Yes,Stainless Steel,Condensation Dry,"Front Controls,Cycle Status Lights",230,307,25,3.2,5,36,No,,,,,02/01/2021,06/15/2023,"United States, Canada",ES_0031629_G 5006 U_06152023121128_80173476,No
2508395,Miele,G 5008 SCU,,4002516523550,Standard,23.6,21.8,16,Yes,Stainless Steel,Condensation Dry,"Front Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,10/09/2022,06/15/2023,United States,ES_0031629_G 5008 SCU_06152023121128_80173476,No
2508391,Miele,G 5051 SCVi,,4002516361558;4002516376613,Standard,23.6,21.8,16,Yes,Stainless Steel,Condensation Dry,"Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,02/01/2021,06/15/2023,"United States, Canada",ES_0031629_G 5051 SCVi_06152023121128_80173476,No
2508392,Miele,G 5056 SCVi,,4002516361565;4002516376132,Standard,23.6,21.8,16,Yes,Stainless Steel,Condensation Dry,"Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,02/01/2021,06/15/2023,"United States, Canada",ES_0031629_G 5056 SCVi_06152023121128_80173476,No
2508393,Miele,G 5056 SCVi SF,,4002516397687,Standard,23.6,21.8,16,Yes,Stainless Steel,Condensation Dry,"Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,02/01/2021,06/15/2023,United States,ES_0031629_G 5056 SCVi SF_06152023121128_80173476,No
2508394,Miele,G 5056 SCVi SFP,,4002516376149,Standard,23.6,21.8,16,Yes,Stainless Steel,Condensation Dry,"Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,02/01/2021,06/15/2023,United States,ES_0031629_G 5056 SCVi SFP_06152023121128_80173476,No
2508396,Miele,G 5058 SCVi SFP,,4002516523628;4002516796640,Standard,23.6,21.8,16,Yes,Stainless Steel,Condensation Dry,"Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,10/09/2022,06/15/2023,"United States, Canada",ES_0031629_G 5058 SCVi SFP_06152023121128_80173476,No
2508381,Miele,G 5216 SCU,,4002516361572,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,02/01/2021,06/15/2023,"United States, Canada",ES_0031629_G 5216 SCU_06152023121128_80173476,No
2508382,Miele,G 5266 SCVi,,4002516361589;4002516376156,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,02/01/2021,06/15/2023,"United States, Canada",ES_0031629_G 5266 SCVi_06152023121128_80173476,No
2508383,Miele,G 5266 SCVi SF,,4002516376163,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,02/01/2021,06/15/2023,United States,ES_0031629_G 5266 SCVi SF_06152023121128_80173476,No
2508384,Miele,G 5266 SCVi SFP,,4002516397694;4002516796657,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,02/01/2021,06/15/2023,"United States, Canada",ES_0031629_G 5266 SCVi SFP_06152023121128_80173476,No
2508388,Miele,G 5268 SCVi SF,,4002516523635,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,01/01/2022,06/15/2023,United States,ES_0031629_G 5268 SCVi SF_06152023121128_80173476,No
2508397,Miele,G 5482 SCVi SL,,4002516361596;4002516376170,Standard,17.8,21.8,10,Yes,Stainless Steel,Condensation Dry,"Top Controls,Cycle Status Lights,Third Rack",220,307,28,3.2,5,36,No,,,,,02/01/2021,06/15/2023,"United States, Canada",ES_0031629_G 5482 SCVi SL_06152023121128_80173476,Yes
2508398,Miele,G 5892 SCVi SL,,4002516376187,Standard,17.8,21.8,10,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",200,307,35,3.2,5,36,No,,,,,02/01/2021,06/15/2023,United States,ES_0031629_G 5892 SCVi SL_06152023121128_80173476,Yes
2508367,Miele,G 7106 SCU,,4002516261445;4002516261599,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Front Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,04/01/2020,06/15/2023,"United States, Canada",ES_0031629_G 7106 SCU_06152023121128_80173476,No
2508368,Miele,G 7156 SCVi,,4002516261452;4002516261605,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,04/01/2020,06/15/2023,"United States, Canada",ES_0031629_G 7156 SCVi_06152023121128_80173476,No
2508369,Miele,G 7156 SCVi SF,,4002516260363;4002516569145,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,04/01/2020,06/15/2023,United States,ES_0031629_G 7156 SCVi SF_06152023121128_80173476,No
2508380,Miele,G 7158 SCVi SFP,,4002516383376,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,02/01/2021,06/15/2023,United States,ES_0031629_G 7158 SCVi SFP_06152023121128_80173476,No
2508385,Miele,G 7166 SCVi,,4002516514282,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,01/01/2022,06/15/2023,United States,ES_0031629_G 7166 SCVi_06152023121128_80173476,No
2508386,Miele,G 7166 SCVi SFP,,4002516514350,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,01/01/2022,06/15/2023,United States,ES_0031629_G 7166 SCVi SFP_06152023121128_80173476,No
2508387,Miele,G 7176 SCVi SF,,4002516548485,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,01/01/2022,06/15/2023,United States,ES_0031629_G 7176 SCVi SF_06152023121128_80173476,No
2679740,Miele,G 7186 SCVi,,4002516770794;4002516770954,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,"United States, Canada",ES_0031629_G 7186 SCVi_10102023103223_80185868,Yes
2679741,Miele,G 7186 SCVi SFP,,4002516770671,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,United States,ES_0031629_G 7186 SCVi SFP_10102023103223_80185868,Yes
2679742,Miele,G 7193 SCVi,,4002516770688,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,United States,ES_0031629_G 7193 SCVi_10102023103223_80185868,Yes
2679743,Miele,G 7196 SCVi SF,,4002516770695,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,United States,ES_0031629_G 7196 SCVi SF_10102023103223_80185868,Yes
2679744,Miele,G 7216 SCU,,4002516770404;4002516770961,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Front Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,"United States, Canada",ES_0031629_G 7216 SCU_10102023103223_80185868,Yes
2679745,Miele,G 7266 SCVi,,4002516770817;4002516770978,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,"United States, Canada",ES_0031629_G 7266 SCVi_10102023103223_80185868,Yes
2679746,Miele,G 7266 SCVi SF,,4002516770824,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,United States,ES_0031629_G 7266 SCVi SF_10102023103223_80185868,Yes
2679747,Miele,G 7268 SCVi SFP,,4002516770831,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,United States,ES_0031629_G 7268 SCVi SFP_10102023103223_80185868,Yes
2508370,Miele,G 7316 SCU,,4002516260370;4002516260387;4002516260394;4002516261612,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Front Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,04/01/2020,06/15/2023,"United States, Canada",ES_0031629_G 7316 SCU_06152023121128_80173476,No
2508371,Miele,G 7366 SCVi,,4002516260400;4002516261629,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,04/01/2020,06/15/2023,"United States, Canada",ES_0031629_G 7366 SCVi_06152023121128_80173476,No
2508372,Miele,G 7366 SCVi SF,,4002516261513;4002516569152,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,04/01/2020,06/15/2023,United States,ES_0031629_G 7366 SCVi SF_06152023121128_80173476,No
2508373,Miele,G 7516 SCi,,4002516261520;4002516261636,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Front Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,04/01/2020,06/15/2023,"United States, Canada",ES_0031629_G 7516 SCi_06152023121128_80173476,No
2508374,Miele,G 7566 SCVi,,4002516261537;4002516261643,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,04/01/2020,06/15/2023,"United States, Canada",ES_0031629_G 7566 SCVi_06152023121128_80173476,No
2508375,Miele,G 7566 SCVi SF,,4002516261544;4002516569169,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,04/01/2020,06/15/2023,United States,ES_0031629_G 7566 SCVi SF_06152023121128_80173476,No
2508376,Miele,G 7591 SCVi,,4002516261551,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,04/01/2020,06/15/2023,United States,ES_0031629_G 7591 SCVi_06152023121128_80173476,No
2508377,Miele,G 7596 SCVi,,4002516261568,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,04/01/2020,06/15/2023,United States,ES_0031629_G 7596 SCVi_06152023121128_80173476,No
2679748,Miele,G 7606 SCU,,4002516770848;4002516770985,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Front Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,"United States, Canada",ES_0031629_G 7606 SCU_10102023103223_80185868,Yes
2679749,Miele,G 7656 SCVi,,4002516770855;4002516770992,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,"United States, Canada",ES_0031629_G 7656 SCVi_10102023103223_80185868,Yes
2679750,Miele,G 7656 SCVi SF,,4002516770725,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,United States,ES_0031629_G 7656 SCVi SF_10102023103223_80185868,Yes
2679751,Miele,G 7716 SCi,,4002516770916,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Front Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,"United States, Canada",ES_0031629_G 7716 SCi_10102023103223_80185868,Yes
2679752,Miele,G 7766 SCVi,,4002516770732;4002516770923,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,"United States, Canada",ES_0031629_G 7766 SCVi_10102023103223_80185868,Yes
2679753,Miele,G 7766 SCVi SF,,4002516770749,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,United States,ES_0031629_G 7766 SCVi SF_10102023103223_80185868,Yes
2679754,Miele,G 7791 SCVi,,4002516770756,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,United States,ES_0031629_G 7791 SCVi_10102023103223_80185868,Yes
2679755,Miele,G 7796 SCVi,,4002516770763,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,United States,ES_0031629_G 7796 SCVi_10102023103223_80185868,Yes
2508378,Miele,G 7916 SCi,,4002516261575;4002516261650,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Front Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,04/01/2020,06/15/2023,"United States, Canada",ES_0031629_G 7916 SCi_06152023121128_80173476,No
2679756,Miele,G 7936 SCi,,4002516770770;4002516770930,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Front Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,"United States, Canada",ES_0031629_G 7936 SCi_10102023103223_80185868,Yes
